taxa_name	pectoral_fin
Corydoras_n._sp._Britto_2003	1
Corydoras_punctatus	1
Aethotaxis_mitopteryx	1
Astroblepus_festae	1
Crystallichthys_cyclospilus	1
Margariscus	1
Cyprinella_spiloptera	1
Salmo_sp._Fink_and_Fink_1981	1
Pseudochaenichthys_georgianus	1
Synbranchus_marmoratus	0
Pterodoras_sp._Kailola_2004	1
Pseudobagrus_pictus	1
Careproctus_melanurus	1
Bathypterois_pectinatus	1
Centromochlus_sp._Rio_Negro_Royero_1999	1
Eigenmannia_sp._Fink_and_Fink_1981	1
Parancistrus_aurantiacus	1
Glyptothorax_fokiensis	1
Epibulus_insidiator	1
Bunocephalus	1
Xenoconger	1
Ictaluridae	1
Notropis_chlorocephalus	1
Pterygoplichthys_lituratus	1
Megalops_atlanticus	1
Elassodiscus_caudatus	1
Amsichthys_knighti	1
Chendol_keelini	1
Pseudobagarius_leucorhynchus	1
Saurida_tumbil	1
Chrysichthys_longibarbis	1
Odontognathus_mucronatus	1
Dissostichus	1
Hoplosternum_magdalenae	1
Mastacembelus_signatus	1
Otocinclus_sp._Schaefer_1987	1
Pachythrissops_furcatus	1
Hydrocynus_cf._brevis_Zanata_and_Vari_2005	1
Ariopsis_felis	1
Parenchodus_longipterygius	1
Heptapterus_stewarti	1
Apteronotus_apurensis	1
Farlowella_knerii	1
Coryphaena_hippurus	1
Oryzias_marmoratus	1
Centrolabrus	1
Brycinus_kingsleyae	1
Valenciidae	1
Blenniidae	1
Microglanis_poecilus	1
Entomocorus_benjamini	1
Belonoglanis_tenuis	1
Mastacembelus_platysoma	1
Ailiichthys_punctata	1
Bagrus_bajad	1
Capros_aper	1
Xyliphius_cf._melanopterus_Friel_1994	1
Mastiglanis_asopos	1
Cetomimoides_parri	1
Clupeocharax_schoutedeni	1
Gila_atraria	1
Osteogeneiosus_militaris	1
Natalichthys	1
Brachyrhamdia_imitator	1
Cyprinella_trichroistia	1
Ahliesaurus_berryi	1
Lithoxus_bovallii	1
Heptapterus_mustelinus	1
Genus_6_sp._Bockmann_1998	1
Luxilus_albeolus	1
Acentronichthys_sp._n._B_Bockmann_1998	1
Phenacogrammus_aurantiacus	1
Scopelarchidae	1
Copionodon_pecten	1
Oryzias_profundicola	1
Austroglanis_barnardi	1
Icosteus_aenigmaticus	1
Macrotocinclus_flexilis	1
Trichomycterus_itatiayae	1
Olivaichthys_mesembrinus	1
Cetopsis_amphiloxa	1
Rhabdolichops_troscheli	1
Notropis_ozarcanus	1
Brochis_splendens	1
Loricaria_sp._Schaefer_1987	1
Belonidae	1
Notropis_photogenis	1
Ostraciidae	1
Dianema_urostriatum	1
Doratonotus	1
Danionella_mirifica	1
Megadontognathus_cuyuniense	1
Sternopygidae	1
Bunocephalus_n._sp._2_Friel_1994	1
Pterobunocephalus_sp._Friel_1994	1
Hypoptopoma_joberti	1
Pareutropius_debauwi	1
Liobagrus_marginatus	1
Sciades_troschelii	1
Delturus_angulicauda	1
Leptolepis_coryphaenoides	1
Enchodus_venator	1
Ernstichthys_sp._de_Pinna_1996	1
Hypostomus_plecostomus_2_Armbruster_2004	1
Cirrhilabrus	1
Typhlobelus_ternetzi	1
Notropis_nazas	1
Tetraodontidae	1
Lophiidae	1
Zaprora_silenus	1
Algansea_avia	1
Neoarius_coatesi	1
Chaca_burmensis	1
Pimelodus_pictus	1
Barbatula_toni	1
Copionodon_orthiocarinatus	1
Mystus_tengara	1
Nocomis_biguttatus	1
Apareiodon_sp._Fink_and_Fink_1981	1
Nematistius_pectoralis	1
Opsariichthys_bidens	1
Misgurnus_fossilis	1
Glyptothorax_sinensis	1
Bathysauroides_gigas	1
Hoplomyzon_sp._Friel_1994	1
Bunocephalus_coracoideus	1
Corydoras_agassizii	1
Idiacanthus_atlanticus	0
Tanichthys_micagemmae	1
Plagiotremus	1
Heterocharax_macrolepis	1
Kronichthys_sp._2_Armbruster_2004	1
Chromobotia_macracanthus	1
Boulengerella_cuvieri	1
Parazenidae	1
cf._Arius_macrorhynchus_Kailola_2004	1
Synodontis_pleurops	1
Tatia_creutzbergi	1
Cochlefelis_insidiator	1
Chaenocephalus_aceratus	1
Imparfinis_stictonotus	1
Carangidae	1
Hoplocharax	1
Acestrorhynchus_nasutus	1
Trachelyopterichthys_taeniatus	1
Hypostomus_cochliodon	1
Enchodus_petrosus	1
Corydoras_cochui	1
Aphanotorulus_ammophilus	1
Nectoliparis_pelagicus	1
Ketengus_typus	1
Rhabdalestes_rhodesiensis	1
Chrysichthys_helicophagus	1
Bryconaethiops_macrops	1
Euchiloglanis_kishinouyei	1
Centromochlus_reticulatus	1
Micralestes_cf._elongatus_Zanata_and_Vari_2005	1
Heteropneustidae	1
Chrysichthys_cranchii	1
Pimelodina_flavipinnis	1
Tatia_intermedia	1
Pseudotrematomus_scotti	1
Cochlefelis_spatula	1
Psednos_melanocephalus	1
Anguillidae	1
Opsopoeodus_emiliae	1
Bunocephalus_sp._Friel_1994	1
Astroblepus_sp._Armbruster_2004	1
Aspredo_aspredo	1
Gonorynchus_greyi	1
Scoloplax_distolothrix	1
Ageneiosus_magoi	1
Phoxinus_erythrogaster	1
Microsynodontis_sp._Vigliotta_2008	1
Helogenes_castaneus	1
Ipnops_meadi	1
Pachythrissops_vectensis	1
Ictalurus_australis	1
Pseudomystus_leiacanthus	1
Phenacobius_mirabilis	1
Pterobunocephalus_dolichurus	1
Nemacheilus_insignis	1
Plotosus_anguillaris	1
Chrysichthys_grandis	1
Charax_gibbosus	1
Hemiodus_quadrimaculatus	1
Batasio_batasio	1
Mastacembelus_goro	1
Heteroconger	0
Luxilus_zonistius	1
Platystomatichthys_sturio	1
Bunocephalus_sp._2_Chen_1994	1
Fundulidae	1
Denticetopsis_sauli	1
Brycon_dentex	1
Glyptothorax_pectinopterus	1
Rhoadsia_altipinna	1
Cetopsidium_sp._de_Pinna,_Ferraris_and_Vari_2007	1
Pimephales_notatus	1
Lepidonotothen	1
Cetopsis_plumbea	1
Thymallus_thymallus	1
Evermannella_indica	1
Garo_khajuriai	1
Pariolius_armillatus	1
Couesius	1
Pseudochromis	1
Niwaella_delicata	1
Synodontis_batesii	1
Trachycorystes_trachycorystes	1
Parauchenoglanis_balayi	1
Pimelodella_sp._B_Bockmann_1998	1
Steindachnerina_elegans	1
Schistura_spilota	1
Bathybagrus_tetranema	1
Centromochlus_concolor	1
Hemipsilichthys_sp._Armbruster_2004	1
Chalceus_macrolepidotus	1
Opisthopterus_dovii	1
Entomocorus_gameroi	1
Lythrurus	1
Lignobrycon_myersi	1
Hoplias_malabaricus	1
Chiloglanis_occidentalis	1
Cetopsis_fimbriata	1
Brachypetersius_altus	1
Listrura_nematopteryx	1
Hydrolycus_wallacei	1
Kronichthys_sp._Schaefer_1987	1
Centromochlus_schultzi	1
Brachyrhamdia_marthae	1
Macrocephenchelys_brevirostris	1
Loricariichthys_sp._Britto_2003	1
Chrysichthys_delhezi	1
Remorina_albescens	1
Notropis_petersoni	1
Bunocephalus_larai	1
Phyllonemus_typus	1
Goodeidae	1
Pseudoloricaria_sp._Britto_2003	1
Misgurnus_anguillicaudatus	1
Engraulis_ringens	1
Clupeidae	1
Rhamdiopsis_sp._n._A_Bockmann_1998	1
Aspidoras_virgulatus	1
Synodontis_schall	1
Mystus_elongatus	1
Chrysichthys_auratus	1
Parotocinclus_spilosoma	1
Lophiosilurus_alexandri	1
Neoceratiidae	1
Hybognathus_hayi	1
Lophotidae	1
Plectrypops_lima	1
Triportheus_guentheri	1
Pseudobunocephalus_amazonicus	1
Cheilinus_abudjubbe	1
Brycinus_sadleri	1
Eurypleuron	1
Leptoancistrus_canensis	1
Kasatkia_memorabilis	1
Brustiarius_nox	1
Bagrus_ubangensis	1
Lasiancistrus_sp._Armbruster_2004	1
Ompok_leiacanthus	1
Akysis_sp._2_de_Pinna_1996	1
Corydoras_aurofrenatus	1
Anisochromis	1
Hybopsis_amblops	1
Gymnallabes_nops	0
Esox_americanus	1
Centromochlus_punctatus	1
Halimuraena	1
Pseudobunocephalus_bifidus	1
Magosternarchus_raptor	1
Pimephales_tenellus	1
Trichomycterus_rivulatus	1
Lithogenes_villosus	1
Magosternarchus_duccis	1
Pataecus	1
Parauchenoglanis_altipinnis	1
Careproctus_reinhardti	1
Roestes_sp._Lucena_and_Menezes_1998	1
Rusichthys	1
Loricariichthys_labialis	1
Oryzias_timorensis	1
Notropis_shumardi	1
Kronichthys	1
Mylopharodon_conocephalus	1
Cephalosilurus_fowleri	1
Gogo_brevibarbis	1
Cordylancistrus_torbesensis	1
Chiloglanis_polypogon	1
Listrura_camposi	1
Liobagrus_mediadiposalis	1
Bunocephalus_n._sp._3_Friel_1994	1
Synodontis_sp._Royero_1999	1
Trichonotidae	1
Ereuniidae	1
Cetopsis_coecutiens	1
Alabes	0
Melanocetidae	1
Plotosidae	1
Hypostomus_punctatus	1
Oligancistrus_punctatissimus	1
Bunocephalus_doriae	1
Myrocongridae	1
Hemibagrus_wyckii	1
Hybopsis_amnis	1
Corydoras_napoensis	1
Lepturacanthus	1
Notropis_buccula	1
Hepsetus_odoe	1
Chalceus_spilogyros	1
Pimelodella_sp._A_Bockmann_1998	1
Imparfinis_guttatus	1
Trigonostigma_hengeli	1
Doras_carinatus	1
Halimuraenoides	1
Synodontis_decora	1
Bathymyrus	1
Ranzania_laevis	1
Parotocinclus_sp._Schaefer_1991	1
Gymnallabes_typus	0
Parailia_pellucida	1
Oryzias_nigrimas	1
Scopelarchoides_signifer	1
Myoglanis_sp._Bockmann_1998	1
Crenichthys	1
Barbus_versluysii	1
Hypancistrus_inspector	1
Synbranchus_lampreia	0
Doumea_alula	1
Chalceus_epakros	1
Eurypharyngidae	1
Coryphaena_equiselis	1
Petersius_conserialis	1
Acestrorhynchus_falcirostris	1
Coccorella_atlantica	1
Liobagrus_andersoni	1
Ancistrus_sp._Britto_2003	1
Omosudis_lowii	1
Clarias_sp._Fink_and_Fink_1981	1
Osteogeneiosus_sp._Mo_1991	1
Stemonosudis_rothschildi	1
Rivulidae	1
Bagrichthys_hypselopterus	1
Serrasalmus_rhombeus	1
Pangasiidae	1
Chiloglanis_sp._C_Vigliotta_2008	1
Isbrueckerichthys_alipionis	1
Balistidae	1
Peckoltia_sp._1_Armbruster_2004	1
Epapterus_blohmi	1
Zacco_platypus	1
Lefua_nikkonis	1
Eumicrotremus_derjugini	1
Auchenipterichthys_longimanus	1
Sternarchella_sima	1
Triplophysa_stoliczkai	1
Cephalosilurus_apurensis	1
Pareiorhina_rudolphi	1
Retropinnidae	1
Propimelodus_sp._Mo_1991	1
Esox_lucius	1
Hypostomus_margaritifer	1
Megalancistrus_parananus	1
Mastacembelus_tanganicae	1
Kasatkia_seigeli	1
Aplocheilidae	1
Synodontis_nigriventris	1
New_genus_Schaefer_1991	1
Remora_osteochir	1
Ageneiosus_ucayalensis	1
Rivulus_breviceps	1
Magnisudis_atlantica	1
Batrachoididae	1
Corydoras_sp._A_Britto_2003	1
Chiloglanis_macropterus	1
Astyanax_parahybae	1
Cryptarius_truncatus	1
Doumea_gracila	1
Mastacembelus_cunningtoni	1
Cobitis_striata	1
Characidium_sp._Fink_and_Fink_1981	1
Lebiasina_provenzanoi	1
Rhynchocypris	1
Hisonotus_leucofrenatus	1
Hemiancistrus_landoni	1
Cottoperca_gobio	1
Osteoglossum_bicirrhosum	1
Mastacembelus_brichardi	1
Apteronotus_cuchillejo	1
Notropis_baileyi	1
Brycinus_leuciscus	1
Pseudexostoma_yunnanense	1
Oryzias_matanensis	1
Cyclopteridae	1
Synodontis_macrostigma	1
Hemiancistrus_aspidolepis	1
Parotocinclus_maculicauda	1
Akysidae	1
Lythrurus_fumeus	1
Glyptothorax_sp._Chen_1994	1
Oreoglanis_macropterus	1
Auchenipterus_sp._cuyuni_Royero_1999	1
Paralepis_brevirostris	1
Electrophorus_electricus	1
Sinogastromyzon_puliensis	1
Campostoma_ornatum	1
Genus_11_sp._Bockmann_1998	1
Notropis_longirostris	1
Notropis_atherinoides	1
Synodus_scituliceps	1
Doumea_typica	1
Amphilius_uranoscopus	1
Pseudobagrus_vachellii	1
Cyttus_australis	1
Mylocheilus_caurinus	1
Alestes_bimaculatus	1
Sturisoma_sp._Friel_1994	1
Imparfinis_nemacheir	1
Pseudobunocephalus_rugosus	1
Opisthopterus_valenciennesi	1
Trachydoras_sp._Vigliotta_2008	1
Triportheus_albus	1
Alepisaurus_brevirostris	1
Olyra_burmanica	1
Miuroglanis_platycephalus	1
Leiocassis_hosii	1
Galeichthys_feliceps	1
Parotocinclus_collinsae	1
Bagrichthys_macropterus	1
Diplomystes_sp._Vigliotta_2008	1
Hemibagrus_nemurus	1
Notropis_scepticus	1
Horadandia_atukorali	1
Neoarius_utarus	1
Ageneiosus_sp._2_Mo_1991	1
Diplomystes_chilensis	1
Paracetopsis_esmeraldas	1
Charax_pauciradiatus	1
Richardsonius_egregius	1
Microsynodontis_vigilis	1
Derichthys_serpentinus	1
Trichomycterus_mirissumba	1
Sciades_proops	1
Trematomus	1
Hemibagrus_guttatus	1
Corydoras_habrosus	1
Trachelyopterus_coriaceus	1
Sturisomatichthys_citurensis	1
Neoarius_berneyi	1
Crenuchus_spilurus	1
Loricaria_sp._Britto_2003	1
Orthrias_panthera	1
Chlidichthys	1
Snyderidia_canina	1
Sisor_rabdophorus	1
Oxycheilinus_orientalis	1
Chasmocranus_lopezi	1
Tetrabrachiidae	1
Sisoridae	1
Orinocodoras_eigenmanni	1
Pangasianodon_hypophthalmus	1
Ichthyborus_sp._Fink_and_Fink_1981	1
Lestidiops_affinis	1
Genus_2_sp._B_Bockmann_1998	1
Mystus_montanus	1
Hypostomus_boulengeri	1
Brycinus_lateralis	1
Proeutropiichthys_taakree	1
Lepidonotothen_squamifrons	1
Gymnotus_carapo	1
Hemibagrus_peguensis	1
Otothyris_sp._Schaefer_1991	1
Roeboides_sp._A_Lucena_and_Menezes_1998	1
Oncorhynchus_clarkii	1
Brachysynodontis_batensoda	1
Clinostomus_elongatus	1
Cyprinella_chloristia	1
Neoarius_midgleyi	1
Gephyroglanis_congicus	1
Hemibagrus_sabanus	1
Erethistes_pusillus	1
Pseudomystus_rugosus	1
Hemibagrus_planiceps	1
Pseudobagrus_truncatus	1
Oxycheilinus_bimaculatus	1
Formosania_lacustre	1
Callichthys_sp._Mo_1991	1
Lasiancistrus_guacharote	1
Amaralia_hypsiura	1
Corydoras_difluviatilis	1
Pseudolabrus_crassilabris	1
Coreobagrus_ichikawai	1
Amphilius_brevis	1
Sternarchogiton_sp._B_Albert_2001	1
Cetopsis_sandrae	1
Peckoltia_sp._big_spot_Armbruster_2004	1
Chaetostoma_breve	1
Alabes_brevis	0
Ictalurus_balsanus	1
Auchenoglanis_occidentalis	1
Tatia_neivai	1
Cathorops_spixii	1
Haliophis	1
Anaethalion_knorri	1
Prietella_phreatophila	1
Notropis_chiliticus	1
Pseudotrematomus_hansoni	1
Lepthoplosternum_pectorale	1
Oxycheilinus_arenatus	1
Guiritinga_barbus	1
Ogcocephalidae	1
Hara_hara	1
Nemichthyidae	1
Echeneis_neucratoides	1
Hemisorubim_platyrhynchos	1
Chrysichthys_punctatus	1
Batrochoglanis_raninus	1
Apteronotus_leptorhynchus	1
Genus_12_sp._Bockmann_1998	1
Schistura_fowleriana	1
Orthogonikleithrus_hoelli	1
Algansea_aphanea	1
Sundadanio_axelrodi	1
Synodus_foetens	1
Cheilinus_lunulatus	1
Parauchenoglanis_monkei	1
Notothenia_coriiceps	1
Ophisternon_afrum	0
Euchilichthys_sp._B_Vigliotta_2008	1
Culaea_inconstans	1
Glanidium_melanopterum	1
Nothobranchiidae	1
Amblyceps_mangois	1
Cetopsorhamdia_picklei	1
Neoarius_velutinus	1
Clarias_angolensis	1
Chrysichthys_bocagii	1
Piaractus_mesopotamicus	1
Trachinidae	1
Synodontis_contracta	1
Notropis_topeka	1
Brycon_pesu	1
Bunocephalus_sp._1_Chen_1994	1
Siluridae	1
Lamprogrammus_exutus	1
Parotocinclus_britskii	1
Pagothenia_borchgrevinki	1
Carapus	1
Pseudolaguvia_ribeiroi	1
Pseudotrematomus_bernacchii	1
Glyptothorax_platypogon	1
Boraras_micros	1
Bunocephalus_n._sp._1_Friel_1994	1
Nangra_nangra	1
Brycinus_macrolepidotus	1
Zeugopterus_punctatus	1
Sorubim_lima	1
Corydoras_undulatus	1
Parapsettus_panamensis	1
Pseudopimelodus_sp._Friel_1994	1
Gasterosteidae	1
Corydoras_leucomelas	1
Astroblepus_heterodon	1
Zaireichthys_rhodesiensis	1
Zeugopterus_regius	1
Reganella_sp._Britto_2003	1
Boraras_brigittae	1
Oxycheilinus_unifasciatus	1
Pseudomystus_inornatus	1
Synodontis_sorex	1
Palaeolycus_dreginensis	1
Gasterosteus_wheatlandi	1
Horiomyzon_retropinnatus	1
Pseudauchenipterus_jequitinhonhae	1
Aspidoras_poecilus	1
Notropis_spectrunculus	1
Hypostomus_robinii	1
Archolaemus_blax	1
Neopataecus	1
Megalodoras_uranoscopus	1
Mesoborus_sp._Fink_and_Fink_1981	1
Glyptothorax_sp._Friel_1994	1
Cetopsis_oliveirai	1
Schilbe_intermedius	1
Listrura_tetraradiata	1
Lepidogalaxiidae	1
Notropis_lutipinnis	1
Notropis_volucellus	1
Corydoras_bicolor	1
Pseudacanthicus_serratus	1
Chiloglanis_sp._D_Vigliotta_2008	1
Amblyceps_murraystuarti	1
Protoclupea_chilensis	1
Mystus_pelusius	1
Danio_margaritatus	1
Anaethalion_angustissimus	1
Amblyceps_laticeps	1
Hoplomyzon_n._sp._Friel_1994	1
Colocongridae	1
Exastilithoxus_sp._Armbruster_2004	1
Chlorophthalmus_atlanticus	1
Oryzias_pectoralis	1
Pareiorhaphis_bahianus	1
Grammicolepididae	1
Amphiliidae	1
Symphurus_williamsi	0&1
Liosomadoras_oncinus	1
Anoplogaster_cornuta	1
Congrogadus_malayanus	1
Pangio_anguillaris	1
Ariosoma	1
Phoxinus_perenurus	1
Macrhybopsis_meeki	1
Monopterus_cuchia	0
Hemibagrus_bongan	1
Hassar_orestis	1
Pillaia_kachinica	1
Helogenes_sp._Mo_1991	1
Notothenia_rossii	1
Panaqolus_purusiensis	1
Luxilus_cornutus	1
Agamyxis_albomaculatus	1
Micralestes_eburneensis	1
Chilodus_punctatus	1
Bathysauropsis_gracilis	1
Spinachia_spinachia	1
Pareiorhaphis_nudulus	1
Pseudorinelepis_genibarbis	1
Liparis_gibbus	1
Paralepididae	1
Chalceus_guaporensis	1
Moringua_edwardsi	1
Lythrurus_snelsoni	1
Diplomystidae	1
Cynodon_gibbus	1
Pseudobagrus_aurantiacus	1
Anarhichadidae	1
Pelteobagrus_ussuriensis	1
Euchilichthys_sp._C_Vigliotta_2008	1
Trachelyopterichthys_anduzei	1
Bathydraconidae	1
Piabucina_panamensis	1
Synodontis_alberti	1
Batasio_tengana	1
Oryzias_sarasinorum	1
Pseudobunocephalus_cf._bifidus_Friel_1994	1
Wallago_sp._Mo_1991	1
Chacidae	1
Nannoptopoma_spectabile	1
Tautogolabrus	1
Rineloricaria_teffeana	1
Hydrolycus_scomberoides	1
Ictalurus_pricei	1
Bathytyphlops_marionae	1
Corydoras_gracilis	1
Labrus	1
Cyprinella_callitaenia	1
Microglanis_parahybae	1
Pardiglanis_tarabinii	1
Oreoglanis_delacouri	1
Pangasianodon_gigas	1
Paralichthyidae	1
Demissolinea_novaeguineensis	1
Neoplecostomus_microps	1
Chendol_lubricus	1
Imparfinis_mirini	1
Robia_legula	1
Diceratiidae	1
Pseudancistrus_sp._Armbruster_2004	1
Mochokiella_paynei	1
Pseudomystus_stenomus	1
Varasichthyidae	1
Glanapteryx_niobium	1
Cynopotamus_tocantinensis	1
Micralestes_pabrensis	1
Cypho	1
Olyra_kempi	1
Simenchelys_parasitica	1
Corydoras_elegans	1
Clupisoma_garua	1
Monopterus_albus	0
Pagothenia	1
Orthodon_microlepidotus	1
Pimephales_vigilax	1
Roeboides_myersii	1
Acestrorhynchus_britskii	1
Bovichtidae	1
Thrissops_cf._T._formosus_Arratia_1999	1
Robinsia_catherinae	0
Corydoras_nattereri	1
Opisthopterus_effulgens	1
Pimelodella_sp._n._Bockmann_1998	1
Chaunacidae	1
Steatogenys_elegans	1
Hemibagrus_macropterus	1
Astroblepus_festae_sp._2_Mo_1991	1
Rita_kuturnee	1
Lepidocephalus_guntea	1
Scytalina_cerdale	1
Cetopsidium_pemon	1
Bunocephalus_n._sp._5_Friel_1994	1
Hybognathus_nuchalis	1
Charax_sp._Buckup_1998	1
Crossoloricaria_venezuelae	1
Masturus_lanceolatus	1
Notropis_stramineus	1
Exostoma_labiatum	1
Gladioglanis_machadoi	1
Synbranchidae	?
Hypostomus_plecostomoides	1
Bathypterois_viridensis	1
Aulichthys_japonicus	1
Acanthicus_hystrix	1
Gigantactinidae	1
Harengula_jaguana	1
Phoxinus_neogaeus	1
Pylodictis_olivaris	1
Dionda	1
Nemadoras_leporhinus	1
Mastacembelus_nigromarginatus	1
Elops_affinis	1
Elassodiscus_tremebundus	1
Anabantidae	1
Boulengerella_lateristriga	1
Corydoras_stenocephalus	1
Adelosebastes_latens	1
Notoglanidium_pallidum	1
Hypopygus_lepturus	1
Peckoltia_sp._2_Armbruster_2004	1
Imparfinis_borodini	1
Iotichthys_phlegethontis	1
Scoloplacidae	1
Acanthocleithron_chapini	1
Amaralia_n._sp._Friel_1994	1
Chaetostoma_sp._Friel_1994	1
Cephalosilurus_albomarginatus	1
Hypostomus_plecostomus	1
Mastacembelus_flavomarginatus	1
Clinostomus_funduloides	1
Assiculoides	1
Hypostomus_micromaculatus	1
Benthalbella_elongata	1
Olivaichthys_viedmensis	1
Hara_jerdoni	1
Boraras_maculatus	1
Yasuhikotakia_modesta	1
Microglanis_aff._iberingi_Shibatta_1998	1
Ameiurus_catus	1
Xenolepidichthys_dalgleishi	1
Cranoglanididae	1
Rasbora_vaterifloris	1
Pangasius_pangasius	1
Centromochlus_heckelii	1
Rita_rita	1
Soleidae	?
Cyprinella	1
Rineloricaria_lanceolata	1
Aspidoras_fuscoguttatus	1
Crossoloricaria_sp._Armbruster_2004	1
Synodontis_zambezensis	1
Notropis_chalybaeus	1
Bagarius_bagarius	1
Amphilius_jacksonii	1
Satan_eurystomus	1
Aspredinichthys_filamentosus	1
Mystus_sp._Kailola_2004	1
Clariidae	1
Kryptopterus_limpok	1
Parauchenoglanis_ngamensis	1
Lepidarchus_adonis	1
Neoarius_graeffei	1
Centromochlus_romani	1
Stylephoridae	1
Tachysurus_fulvidraco	1
Genus_sp._1_Royero_1999	1
Gonorynchiformes	1
Notropis_ariommus	1
Micronemacheilus_pulcher	1
Microlepidogaster_perforatus	1
Nematogenys_inermis	1
Trachelyichthys_decaradiatus	1
Hemibagrus_hainanensis	1
Ameiurus_serracanthus	1
Sciades_felis	1
Genidens_genidens	1
Hypophthalmus_edentatus	1
Wertheimeria	1
Rhaphiodon_vulpinus	1
Oligosarcus_argenteus	1
Chalceus_erythrurus	1
Platystacus_cotylephorus	1
Indonotothenia	1
Pseudecheneis_sulcata	1
Cetopsorhamdia_molinae	1
Nocomis_leptocephalus	1
Astroblepus_festae_sp._1_Mo_1991	1
Nocomis_raneyi	1
Ameiurus_platycephalus	1
Alabes_hoesei	0
Triportheus_nematurus	1
Hypostomus_cordovae	1
Phyllonemus_filinemus	1
Nemuroglanis_lanceolatus	1
Orthrias_tigris	1
Neosilurus_sp._Kailola_2004	1
Notoglanidium_walkeri	1
Parasilurus_asotus	1
Synodontis_katangae	1
Remora_remora	1
Hemisynodontis_membranaceus	1
Indoreonectes_evezardi	1
Cheilinus_oxycephalus	1
Pareiorhina_sp._Armbruster_2004	1
Chaetostoma_sovichthys	1
Micralestes_acutidens	1
Gnathocharax_steindachneri	1
Acestrorhynchus_falcatus	1
Pseudobagrus_longirostris	1
Danionella_translucida	1
Bryconaethiops_microstoma	1
Notropis_stilbius	1
Phenacogrammus_major	1
Hypostomus_sp._Schaefer_1987	1
Sperata_aor	1
Anotopterus_pharao	1
Thrissops_cephalus	1
Pseudeutropius_brachypopterus	1
Parachiloglanis_hodgarti	1
Horabagrus_brachysoma	1
Cetopsorhamdia_sp._n._C_Bockmann_1998	1
Liobagrus_marginatoides	1
Bunocephalus_aleuropsis	1
Pteragogus	1
Antigonia_capros	1
Arctozenus_risso	1
Cetopsorhamdia_sp._n._B_Bockmann_1998	1
Pterygoplichthys_zuliaensis	1
Encheliophis	0
Echiodon	1
Anaethalion_sp._Arratia_1999	1
Corydoras_polystictus	1
Pogonopoma_parahybae	1
Pseudolithoxus_anthrax	1
Pseudobagarius_baramensis	1
Prochilodus_vimboides	1
Siluranodon_auritus	1
Hisonotus_maculipinnis	1
Leptolepides_sprattiformis	1
Arius_arenarius	1
Entomocorus_n._sp._Royero_1999	1
Exostoma_sp._Chen_1994	1
Nototheniops	1
Pareiorhina_sp._Britto_2003	1
Liauchenoglanis_maculatus	1
Neocyema_erythrosoma	0&1
Cyprinella_xaenura	1
Apteronotidae	1
Brachypetersius_gabonensis	1
Ancistrus_chagresi	1
Compsaraia_compsus	1
Erimyzon_oblongus	1
Trachelyopterus_galeatus	1
Dianema_sp._Kailola_2004	1
Tetranematichthys_n._sp._Royero_1999	1
Engraulis_sp._Arratia_1999	1
Desmodema_lorum	1
Oryzias_mekongensis	1
Ereunias_grallator	1
Astroblepus_orientalis	1
Kronichthys_sp._1_Armbruster_2004	1
Chasmocranus_longior	1
Rhamdioglanis_frenatus	1
Callichthys_callichthys	1
Nemuroglanis_pauciradiatus	1
Gymnotiformes	1
Mystus_malabaricus	1
Parotocinclus_sp._Britto_2003	1
Notropis_potteri	1
Esox_sp._Fink_and_Fink_1981	1
Rineloricaria_sp._Britto_2003	1
Nocomis_effusus	1
Ogilbyina	1
Alestes_dentex	1
Opsariichthys_uncirostris	1
Aracanidae	1
Cetopsis_othonops	1
Bovichtus_variegatus	1
Albula_sp._Fink_and_Fink_1981	1
Nototheniops_nybelini	1
Pristigasteridae	1
Paraliparis_copei	1
Gilbertolus_atratoensis	1
Pleuragramma	1
Batasio_dayi	1
Pseudobagrus_taeniatus	1
Trichomycterus_brasiliensis	1
Corydoras_zygatus	1
Notropis_hypsilepis	1
Rhinichthys_osculus	1
Trachelyichthys_n._sp_1_Royero_1999	1
Synodontis_granulosa	1
Semotilus_atromaculatus	1
Profundulidae	1
Rasbora_kalbarensis	1
Mastacembelus_loennbergii	1
Bunocephalus_cf._knerii_Friel_1994	1
Tetranematichthys_quadrifilis	1
Lophiobagrus_cyclurus	1
Brachyrhamdia_heteropleura	1
Allocyttus_verrucosus	1
Pseudeutropius_mitchelli	1
Metavelifer	1
Rhinichthys_cataractae	1
Neotropius_acutirostris	1
Phenacorhamdia_sp._B_Bockmann_1998	1
Apteronotus_albifrons	1
Auchenipterus_nigripinnis	1
Glyptothorax_platypogonides	1
Hypoptopoma_sp._Schaefer_1991	1
Schindleriidae	1
Gigantura_chuni	1
Notropis_heterodon	1
Trachyglanis_minutus	1
Paranotothenia	1
Arius_africanus	1
Astroblepus_longifilis	1
Benthalbella_dentata	1
Hypostomus_emarginatus_1_Armbruster_2004	1
Wetmorella_albofasciata	1
Chrysichthys_nigrodigitatus	1
Pseudocheilinus	1
Pleuragramma_antarctica	1
Neopagetopsis_ionah	1
Microlepidogaster_sp._Britto_2003	1
Thymallus_arcticus	1
Brochis_multiradiatus	1
Cimolichthys_nepaholica	1
Corydoras_julii	1
Bunocephalus_sp._Mo_1991	1
Brycon_guatemalensis	1
Nemuroglanis_panamensis	1
Ameiurus_melas	1
Empetrichthys	1
Yunnanilus_pleurotaenia	1
Plicofollis_nella	1
Melanotaenia_splendida	1
