taxa_name	pectoral fin	
Alestopetersius caudalis	1	
Aspidoras poecilus	1	
Synodontis acanthomias	1	
Plicofollis nella	1	
Cetopsidium sp. (de Pinna, Ferraris and Vari 2007)	1	
Corydoras stenocephalus	1	
Pseudecheneis sulcata	1	
Pimelodus albicans	1	
Acanthocobitis botia	1	
Harttia sp. (Armbruster 2004)	1	
Mastacembelus ophidium	1	
Pseudobunocephalus iheringii	1	
Hyalobagrus ornatus	1	
Cetopsis candiru	1	
Corydoras trilineatus	1	
Alestopetersius hilgendorfi	1	
Callichthys callichthys	1	
Acestrorhynchus abbreviatus	1	
Anadoras grypus	1	
Euchiloglanis kishinouyei	1	
Microlepidogaster sp. (Britto 2003)	1	
Barbatula toni	1	
Arius arenarius	1	
Pseudobunocephalus rugosus	1	
Oxycheilinus digrammus	1	
Rhamdiopsis sp. n. A (Bockmann 1998)	1	
Trichomycterus albinotatus	1	
Ostraciidae	1	
Pillaia kachinica	1	
Acestrorhynchus britskii	1	
Exastilithoxus fimbriatus	1	
Cyprinella labrosa	1	
Anabantidae	1	
Nettastomatidae	0	
Chaenodraco wilsoni	1	
Halimuraenoides	1	
Microsternarchus bilineatus	1	
Pseudomystus inornatus	1	
Cetopsis gobioides	1	
Rhamdiopsis moreirai	1	
Macrognathus pancalus	1	
Acestrorhynchus microlepis	1	
Paralepididae	1	
Megalodoras uranoscopus	1	
Cyprinella trichroistia	1	
Chasmocranus longior	1	
Pimelodus ornatus	1	
Reganella sp. (Britto 2003)	1	
Danio margaritatus	1	
Tribolodon	1	
Cobitis biwae	1	
Sternopygidae	1	
Pseudobunocephalus lundbergi	1	
Brycon pesu	1	
Cetopsis coecutiens	1	
Acestrorhynchus falcatus	1	
Nagaichthys filipes	1	
Evermannella indica	1	
Exastilithoxus sp. (Armbruster 2004)	1	
Cyprinella pyrrhomelas	1	
Euchiloglanis davidi	1	
Pimelodus pictus	1	
Scleropages formosus	1	
Pinguipedidae	1	
Chalceus epakros	1	
Xyliphius cf. melanopterus (Friel 1994)	1	
Zeugopterus punctatus	1	
Akysis sp. 1 (de Pinna 1996)	1	
Acestrorhynchus minimus	1	
Parotocinclus sp. (Britto 2003)	1	
Garo khajuriai	1	
Metavelifer	1	
Rhamdella longiuscula	1	
Pagetopsis maculatus	1	
Parabathymyrus	1	
Ictalurus punctatus	1	
Gymnotus anguillaris	1	
Bathyaethiops caudomaculatus	1	
Corydoras elegans	1	
Seriola dumerili	1	
Chalceus macrolepidotus	1	
Arius sp. (Royero 1999)	1	
Microrasbora rubescens	1	
Glanidium melanopterum	1	
Blenniidae	1	
Cyprinella nivea	1	
Corydoras ephippifer	1	
Pseudobunocephalus bifidus	1	
Akysis sp. 1 (Chen 1994)	1	
Acestrorhynchus lacustris	1	
Parotocinclus jimi	1	
Pillaia indica	1	
Comephoridae	1	
Alepisauridae	1	
Aseraggodes holcomi	0	
Microlepidogaster sp. (Armbruster 2004)	1	
Parazen pacificus	1	
Cyprinella xaenura	1	
Tatia intermedia	1	
Phractura longicauda	1	
Osteoglossidae	1	
Corydoras ellisae	1	
Acestrorhynchus heterolepis	1	
Sebastiscus marmoratus	1	
Synodontis nigriventris	1	
Franciscodoras	1	
Chaunacidae	1	
Aphanotorulus unicolor	1	
Scophthalmus aquosus	1	
Chalceus erythrurus	1	
Synodontis acanthoperca	1	
Microlepidogaster sp. (Schaefer 1991)	1	
Centromochlus heckelii	1	
Pseudobagarius pseudobagarius	1	
Doumea typica	1	
Corydoras loretoensis	1	
Micronemacheilus pulcher	1	
Ictalurus balsanus	1	
Synodontis granulosa	1	
Arius arius	1	
Oryzias mekongensis	1	
Antennariidae	1	
Sturisoma sp. (Friel 1994)	1	
Zeugopterus regius	1	
Pseudomystus myersi	1	
Ageneiosus sp. 1 (Mo 1991)	1	
Doumea gracila	1	
Erimonax monachus	1	
Ictalurus lupus	1	
Oryzias carnaticus	1	
Echiodon	1	
Odontostomops normalops	1	
Barbus barbus	1	
Centromochlus perugiae	1	
Sundadanio axelrodi	1	
Ageneiosus sp. 3 (Mo 1991)	1	
Amphiliidae	1	
Schilbe laticeps	1	
Pseudobagarius leucorhynchus	1	
Bihunichthys monopteroides	1	
Molidae	1	
Paraconger	1	
Thymallus thymallus	1	
Peckoltia sp. big spot (Armbruster 2004)	1	
Ictalurus furcatus	1	
Oryzias celebensis	1	
Yuriria alta	1	
Chaetostoma fischeri	1	
Belonoglanis tenuis	1	
Centromochlus existimatus	1	
Cynoglossidae	0	
Baryancistrus niveatus	1	
Centrolabrus	1	
Pseudobagarius macronemus	1	
Evermannella balbo	1	
Aetapcus	1	
Sturisoma sp. (Schaefer 1987)	1	
Pseudobunocephalus amazonicus	1	
Pseudomystus robustus	1	
Pseudobunocephalus cf. bifidus (Friel 1994)	1	
Ichthyborus ornatus	1	
Cyprinella chloristia	1	
Evermannellidae	1	
Pataecidae	1	
Mystus vittatus	1	
Barbatula barbatula	1	
Channichthyidae	1	
Corydoras maculifer	1	
Iheringichthys labrosus	1	
Belonidae	1	
Saurida normani	1	
Speoplatyrhinus poulsoni	1	
Cyprinella camura	1	
Amaralia hypsiura	1	
Pseudomystus leiacanthus	1	
Gymnotiformes	1	
Trichomycterus catamarcensis	1	
Brycon guatemalensis	1	
Peckoltia sp. 2 (Armbruster 2004)	1	
Coccorella atlantica	1	
Channichthys rhinoceratus	1	
Mystus bocourti	1	
Ageneiosus cf. guianensis (Mo 1991)	1	
Hoplostethus mediterraneus	1	
Pseudobunocephalus sp. (Friel 1994)	1	
Tricuspidalestes caeruleus	1	
Dinotopterus cunningtoni	1	
Mastacembelus loennbergii	1	
Danio erythromicron	1	
Hypophthalmus edentatus	1	
Mastacembelus vanderwaali	1	
Corydoras pygmaeus	1	
Microglanis eurystoma	1	
Pterygoplichthys zuliaensis	1	
Monognathidae	0	
Arius manillensis	1	
Neoplecostomus sp. (Britto 2003)	1	
Mastacembelus brichardi	1	
Mastacembelus nigromarginatus	1	
Ptychocheilus grandis	1	
Plectocretacicus clarae	1	
Pterygoplichthys multiradiatus	1	
Chologaster cornuta	1	
Corydoras reticulatus	1	
Glanapteryx niobium	1	
Agamyxis albomaculatus	1	
Creagrutus sp. (Fink and Fink 1981)	1	
Gorgasia	0	
Brycinus aff. nurse (Zanata and Vari 2005)	1	
Acentronichthys sp. n. B (Bockmann 1998)	1	
Catostomus sp. (Fink and Fink 1981)	1	
Genus sp. 1 (Royero 1999)	1	
Schistura fasciolata	1	
Harengula jaguana	1	
Synodontis serrata	1	
Neoplecostomus sp. (Schaefer 1991)	1	
Cygnodraco mawsoni	1	
Algansea aphanea	1	
Relictus solitarius	1	
Stomiidae	0 and 1	
Palaeolycus dreginensis	1	
Liparis inquilinus	1	
Notopteridae	1	
Gladioglanis machadoi	1	
Gerlachea australis	1	
Nematogenyidae	1	
Nemacheilus insignis	1	
Characidium sp. (Fink and Fink 1981)	1	
Helogenes castaneus	1	
Trachydoras sp. (Vigliotta 2008)	1	
Chiloconger	1	
Pareiorhaphis splendens	1	
Liparis gibbus	1	
Helogenes sp. (Mo 1991)	1	
Ceratiidae	1	
Pterygoplichthys pardalis	1	
Algansea tincella	1	
Mystus sp. (Kailola 2004)	1	
Synodontis longirostris	1	
Algansea avia	1	
Heptapterus sympterygium	1	
Nematogenys inermis	1	
Poeciliidae	1	
Pterygoplichthys gibbiceps	1	
Algansea barbata	1	
Microglanis aff. iberingi (Shibatta 1998)	1	
Brachypleura novaezeelandiae	1	
Microglanis poecilus	1	
Hemiodus quadrimaculatus	1	
Hypophthalmidae	1	
Pareiorhaphis bahianus	1	
Gigantura indica	1	
Denticetopsis macilenta	1	
Pseudauchenipterus affinis	1	
Pseudeutropius atherinoides	1	
Hime japonica	1	
Coregonus sp. (Fink and Fink 1981)	1	
Pholidae	1	
Mastacembelus ellipsifer	1	
Congrogadus malayanus	1	
Denticetopsis seducta	1	
Hiodon tergisus	1	
Trachelyopterichthys anduzei	1	
Pseudochromidae	1	
Iracema caiana	1	
Gasterosteus aculeatus	1	
Mastacembelus moorii	1	
Ataxolepis apus	1	
Loricaria sp. (Schaefer 1987)	1	
Hiodon alosoides	1	
Danio rerio	1	
Pterygoplichthys etentaculatus	1	
Trachelyopterichthys taeniatus	1	
Gasterosteus wheatlandi	1	
Mastacembelus micropectus	1	
Pseudobagrus tenuifurcatus	1	
Cetopsorhamdia iheringi	1	
Gigantura chuni	1	
Trachydoras microstomus	1	
Bovichtus variegatus	1	
Chendol lubricus	1	
Acestrorhynchus altus	1	
Apodichthys	1	
Lignobrycon myersi	1	
Fundulidae	1	
Synodontis alberti	1	
Opsopoeodus emiliae	1	
Pseudaphritis urvillii	1	
Hypoptopoma gulare	1	
Dacodraco hunteri	1	
Genus 6 sp. (Bockmann 1998)	1	
Zenion hololepis	1	
Microglanis parahybae	1	
Corydoras eques	1	
Chendol keelini	1	
Nannostomus unifasciatus	1	
Erimystax	1	
Rineloricaria rupestris	1	
Pseudotrichonotus altivelis	1	
Sisoridae	1	
Synodontis unicolor	1	
Macroparalepis affinis	1	
Lonchogenys ilisha	1	
Macrhybopsis storeriana	1	
Pseudauchenipterus jequitinhonhae	1	
Denticetopsis praecox	1	
Corydoras garbei	1	
Plagiotremus	1	
Channidae	1	
Nemuroglanis lanceolatus	1	
Carpiodes sp. (Fink and Fink 1981)	1	
Anguillidae	1	
Ketengus typus	1	
Pyrrhulina australis	1	
Congrogadus hierichthys	1	
Diplophos taenia	1	
Denticetopsis sauli	1	
Rhodichthys regina	1	
Pseudobagrus medianalis	1	
Heteroconger	0	
Ancistrus sp. (Armbruster 2004)	1	
Pseudauchenipterus nodosus	1	
Brachyhypopomus brevirostris	1	
Heterocharax macrolepis	1	
Cypho	1	
Bathydraconidae	1	
Rivulus nudiventris	1	
Nemuroglanis mariai	1	
Gymnorhamphichthys hypostomus	1	
Macrocephenchelys brevirostris	1	
Hypopomus artedi	1	
Oxyropsis sp. (Schaefer 1991)	1	
Pachythrissops laevis	1	
Paralichthyidae	1	
Auchenipteridae	1	
Xyliphius lepturus	1	
Gladioglanis conquistador	1	
Chaudhuria fusipinnis	1	
Acestrorhynchus pantaneiro	1	
Brevoortia tyrannus	1	
Macrurocyttus acanthopodus	1	
Hoplocharax	1	
Lepidonotothen squamifrons	1	
Xiurenbagrus xiurenensis	1	
Megalechis thoracata	1	
Misgurnus fossilis	1	
Xyliphius cf. lepturus (Friel 1994)	1	
Pachythrissops propterus	1	
Arnoldichthys spilopterus	1	
Cetopsorhamdia sp. n. A (Bockmann 1998)	1	
Pseudocheilinus	1	
Macrhybopsis meeki	1	
Carangidae	1	
Macrurocyttus	1	
Ictaluridae	1	
Oxydoras niger	1	
Parapteronotus hasemani	1	
Harpagiferidae	1	
Xyliphius kryptos	1	
Salminus hilarii	1	
Cetopsidae	1	
Schilbe congensis	1	
Chaudhuria	1	
Homaloptera sp. (Fink and Fink 1981)	1	
Pagothenia borchgrevinki	1	
Cynopotamus argenteus	1	
Peckoltia sp. 1 (Armbruster 2004)	1	
Delturus angulicauda	1	
Xyliphius sp. (Chen 1994)	1	
Pachythrissops sp. (Arratia 1999)	1	
Hemigrammopetersius barnardi	1	
Kasatkia seigeli	1	
Chaudhuria caudata	1	
Ictalurus pricei	1	
Ipnops meadi	1	
Pagothenia	1	
Hepsetus odoe	1	
Steatogenys elegans	1	
Parenchodus longipterygius	1	
Mastacembelus flavomarginatus	1	
Pseudexostoma yunnanense	1	
Glyptothorax pectinopterus	1	
Bathysaurus ferox	1	
Paraliparis bathybius	1	
Aulopus filamentosus	1	
Peckoltia ucayalensis	1	
Chaetostoma stannii	1	
Brochis multiradiatus	1	
Synodontis euptera	1	
Carpiodes carpio	1	
Hypopomidae	1	
Mystus tengara	1	
Paraliparis copei	1	
Lophotidae	1	
Nemuroglanis pauciradiatus	1	
Zenopsis nebulosa	1	
Eutropiichthys vacha	1	
Pungitius pungitius	1	
Zenopsis conchifer	1	
Synodontis decora	1	
Cynopotamus kincaidi	1	
Pachythrissops vectensis	1	
Rhamphichthys rostratus	1	
Nemuroglanis panamensis	1	
Pholis fasciata	1	
Paraliparis garmani	1	
Ariosoma	1	
Cyttus novaezealandiae	1	
Pareutropius debauwi	1	
Ogcocephalidae	1	
Cyprinus carpio	1	
Pseudobagrus brevianalis	1	
Mystus montanus	1	
Brochis splendens	1	
Pachythrissops furcatus	1	
Pariolius armillatus	1	
Bathysaurus mollis	1	
Harpagifer antarcticus	1	
Labracinus	1	
Cyprinella galactura	1	
Zeus faber	1	
Mystus malabaricus	1	
Austroglanis gilli	1	
Notarius grandicassis	1	
Platytroctes apus	1	
Typhlichthys subterraneus	1	
Chaetostoma breve	1	
Pareiorhaphis cameroni	1	
Campostoma anomalum	1	
Remora osteochir	1	
Ageneiosus magoi	1	
Zaireichthys sp. B (Vigliotta 2008)	1	
Cetomimoides parri	1	
Corymbophanes andersoni	1	
Sturisoma lyra	1	
Hemiodus semitaeniatus	1	
Remora brachyptera	1	
Xyliphius melanopterus	1	
Brochis britskii	1	
Amblyopsis rosae	1	
Xenoconger fryeri	0	
Remora remora	1	
Mystus cavasius	1	
Rhamdia laticauda	1	
Remora australis	1	
Campostoma ornatum	1	
Ageneiosus sp. 2 (Mo 1991)	1	
Mystus wolffii	1	
Nocomis biguttatus	1	
Epapterus blohmi	1	
Ipnops agassizii	1	
Mystus leucophasis	1	
Bathymyrus	1	
Corydoras panda	1	
Lepidonotothen	1	
Platyurosternarchus macrostomus	1	
Thrissops subovatus	1	
Mystus nigriceps	1	
Thrissops regleyi	1	
Hemiancistrus aspidolepis	1	
Campostoma oligolepis	1	
Zaireichthys rhodesiensis	1	
Chaetostomus sp. (Britto 2003)	1	
Myctophum affine	1	
Ipnops murrayi	1	
Nemacheilus savona	1	
Gobionotothen gibberifrons	1	
Guiritinga barbus	1	
Etrumeus teres	1	
Lepidorhombus boscii	1	
Austroglanis sclateri	1	
Bathytyphlops marionae	1	
Poecilocharax sp. (Fink and Fink 1981)	1	
Corydoras osteocarus	1	
Nemacheilus masyai	1	
Mystus armatus	1	
Ailiichthys punctata	1	
Austroglanis barnardi	1	
Siphonognathus argyrophanes	1	
Vitiaziella cubiceps	1	
Chaetostoma sp. (Friel 1994)	1	
Misgurnus anguillicaudatus	1	
Rachycentron canadum	1	
Xyliphius magdalenae	1	
Sciades felis	1	
Homaloptera smithi	1	
Liparis fabricii	1	
Acentronichthys leptos	1	
Denticetopsis epa	1	
Aethotaxis mitopteryx	1	
Adrianichthys poptae	1	
Corydoras sp. (Mo 1991)	1	
Malacosteus niger	1	
Hypostomus sp. round snout 1 (Armbruster 2004)	1	
Sternopygus sp. (Fink and Fink 1981)	1	
Aethotaxis	1	
Eigenmannia virescens	1	
Rivulus breviceps	1	
Pseudobagrus aurantiacus	1	
Trichomycterus rivulatus	1	
Phoxinus phoxinus	1	
Morone americana	1	
Oryzias timorensis	1	
Ompok miostoma	1	
Alestes macrophthalmus	1	
Spectracanthicus murinus	1	
Hypostomus sp. round snout 2 (Armbruster 2004)	1	
Trichomycterus mirissumba	1	
Corydoras n. sp. (Britto 2003)	1	
Adrianichthys roseni	1	
Ompok bimaculatus	1	
Sciades emphysetus	1	
Sternopygus astrabes	1	
Caulophrynidae	1	
Bovichtidae	1	
Rhynchocypris	1	
Adrianichthys kruyti	1	
Phoxinus erythrogaster	1	
Tetracamphilius notatus	1	
Oryzias haugiangensis	1	
Caulophryne	1	
Hassar orestis	1	
Oryzias uwai	1	
Oregonichthys crameri	1	
Hemipsilichthys gobio	1	
Scorpiodoras heckelii	1	
Cottoperca gobio	1	
Hoplomyzon atrizona	1	
Hemiancistrus maracaiboensis	1	
Oryzias orthognathus	1	
Teleostei	1	
Lagocephalus laevigatus	1	
Pseudobagrus pratti	1	
Phoxinus oreas	1	
Corydoras punctatus	1	
Oryzias bonneorum	1	
Grundulus bogotensis	1	
Sturisomatichthys citurensis	1	
Melanocetidae	1	
Hypoptopoma steindachneri	1	
Macrhybopsis gelida	1	
Pseudobagrus vachellii	1	
Cinetodus crassilabris	1	
Phractura ansorgii	1	
Nannobrachium cuprarium	1	
Cyprinella caerulea	1	
Tharsis	1	
Cheilinus chlorourus	1	
Euchilichthys royauxi	1	
Kaupichthys	1	
Notropis heterolepis	1	
Siluriformes	1	
Oryzias nebulosus	1	
Macrhybopsis aestivalis	1	
Cyttomimus stelgis	1	
Glyptothorax sp. (de Pinna 1996)	1	
Lepidarchus adonis	1	
Tharsis dubius	1	
Cheilinus oxycephalus	1	
Clupeidae	1	
Euchilichthys sp. C (Vigliotta 2008)	1	
Neocyttus rhomboidalis	1	
Notropis semperasper	1	
Nematistius pectoralis	1	
Astroblepidae	1	
Idiacanthus atlanticus	0	
Charitosomous lineolatus	1	
Hoplias microlepis	1	
Anisochromis	1	
Pseudobagrus taphraphilus	1	
Cinetodus froggatti	1	
Astroblepus festae sp. 1 (Mo 1991)	1	
Gastromyzon borneensis	1	
Schindleriidae	1	
Cheilinus undulatus	1	
Bagrichthys macracanthus	1	
Cyprinella callistia	1	
Pareiorhaphis nudulus	1	
Cinetodus carinatus	1	
Pseudobagrus longirostris	1	
Hassar affinis	1	
Liparis liparis	1	
Clupeocharax schoutedeni	1	
Notogoneus osculus	1	
Cheilinus trilobatus	1	
Nannoptopoma spectabile	1	
Bagrichthys macropterus	1	
Cyprinella callitaenia	1	
Listrura camposi	1	
Brachypetersius notospilus	1	
Anarhichadidae	1	
Cryptarius truncatus	1	
Catostomus commersonii	1	
Liparis montagui	1	
Phractura sp. (Vigliotta 2008)	1	
Pleuragramma antarctica	1	
Corydoras habrosus	1	
Ptilichthys goodei	1	
Listrura boticario	1	
Amblyceps mangois	1	
Gobiesocidae	0 and 1	
Notemigonus crysoleucas	1	
Pleuragramma	1	
Clupisoma garua	1	
Typhlobelus ternetzi	1	
Phractura lindica	1	
Mastacembelus frenatus	1	
Typhlobelus macromycterus	1	
Corydoras haraldschultzi	1	
Lepthoplosternum pectorale	1	
Trachelyopterus sp. (Vigliotta 2008)	1	
Rineloricaria jubata	1	
Hoplias malabaricus	1	
Indonotothenia	1	
Cheilinus fasciatus	1	
Lestidiops affinis	1	
Danionella translucida	1	
Corydoras leucomelas	1	
Alestes dentex	1	
Hoplomyzon cf. papillatus (Friel 1994)	1	
Siluranodon auritus	1	
Nothobranchiidae	1	
Phenacorhamdia sp. C (Bockmann 1998)	1	
Rhamdia quelen	1	
Notropis ozarcanus	1	
Esox niger	1	
Synodontis njassae	1	
Bathypterois longipes	1	
Culaea inconstans	1	
Liobagrus andersoni	1	
Mystus gulio	1	
Scleromystax prionotos	1	
Chrysichthys bocagii	1	
Esox americanus	1	
Notropis scabriceps	1	
Macrocephenchelys brachialis	1	
Remorina albescens	1	
Oreosomatidae	1	
Dianema urostriatum	1	
Corydoras hastatus	1	
Hoplerythrinus unitaeniatus	1	
Satan eurystomus	1	
Synodontis victoriae	1	
Cyprinella formosa	1	
Notropis greenei	1	
Soleidae	0 and 1	
Notothenia coriiceps	1	
Loricaria sp. (Britto 2003)	1	
Dianema longibarbis	1	
Apeltes quadracus	1	
Liobagrus marginatoides	1	
Acanthobunocephalus nicoi	1	
Phenacorhamdia sp. D (Bockmann 1998)	1	
Mastacembelus goro	1	
Notropis hypsilepis	1	
Parasudis truculenta	1	
Phtheirichthys lineatus	1	
Bathypterois viridensis	1	
Valenciidae	1	
Misgurnus mizolepis	1	
Phenacogrammus aurantiacus	1	
Sperata seenghala	1	
Oxycheilinus arenatus	1	
Synodontis gambiensis	1	
Synodus variegatus	1	
Pimelodella sp. n. (Bockmann 1998)	1	
Notropis chalybaeus	1	
Gobionotothen	1	
Rasbora spilocerca	1	
Leptoancistrus canensis	1	
Capromimus abbreviatus	1	
Spinachia spinachia	1	
Oreosoma atlanticum	1	
Neoplecostomus microps	1	
Corydoras polystictus	1	
Oxycheilinus unifasciatus	1	
Glyptothorax sp. (Chen 1994)	1	
Neoscopelus macrolepidotus	1	
Nemichthyidae	1	
Notropis sabinae	1	
Synodus synodus	1	
Cyprinella lutrensis	1	
Schilbe mystus	1	
Notothenia rossii	1	
Cimolichthys nepaholica	1	
Pseudobagrus emarginatus	1	
Liobagrus obesus	1	
Oxycheilinus celebicus	1	
Stethopristes eos	1	
Notropis cummingsae	1	
Vandellia sp. (Fink and Fink 1981)	1	
Pseudocyttus maculatus	1	
Gasterosteidae	1	
Sperata aor	1	
Pseudobagrus microps	1	
Liobagrus nigricauda	1	
Loricaria sp. (Friel 1994)	1	
Phractura sp. (Mo 1991)	1	
Mastacembelus batesii	1	
Synodontis clarias	1	
Chlorophthalmus agassizi	1	
Cyprinella venusta	1	
Doratonotus	1	
Schizolecis sp. (Britto 2003)	1	
Notropis shumardi	1	
Moapa coriacea	1	
Phoxinus eos	1	
Batrachoididae	1	
Hypostomus hemicochliodon	1	
Asterophysus batrachus	1	
Congiopodus peruvianus	1	
Anodus elongatus	1	
Icosteus aenigmaticus	1	
Neosilurus sp. (Kailola 2004)	1	
Hesperoleucus symmetricus	1	
Mystus keletius	1	
Aspidoras rochai	1	
Chrysichthys nigrodigitatus	1	
Corydoras acutus	1	
Clarotes laticeps	1	
Hypostomus emarginatus 2 (Armbruster 2004)	1	
Phractocephalus hemioliopterus	1	
Micralestes lualabae	1	
Gelanoglanis stroudi	1	
Liobagrus styani	1	
Cheilinus abudjubbe	1	
Corydoras agassizii	1	
Oxycheilinus bimaculatus	1	
Pogonichthys macrolepidotus	1	
Ernstichthys sp. (de Pinna 1996)	1	
Ernstichthys anduzei	1	
Aspidoras virgulatus	1	
Bathypterois pectinatus	1	
Liobagrus formosanus	1	
Pteronotropis hubbsi	1	
Corydoras axelrodi	1	
Paranotothenia	1	
Micralestes occidentalis	1	
Echeneis naucrates	1	
Platystacus sp. (Mo 1991)	1	
Pardiglanis tarabinii	1	
Mystus elongatus	1	
Archolaemus blax	1	
Trachyglanis minutus	1	
Scobinancistrus pariolispos	1	
Xenocharax spilurus	1	
Glyptothorax platypogonides	1	
Isorineloricaria spinosissma	1	
Pteronotropis hypselopterus	1	
Micralestes acutidens	1	
Corydoras aurofrenatus	1	
Loricaria cataphracta	1	
Mystus pelusius	1	
Aspidoras aff. poecilus (Britto 2003)	1	
Notropis heterodon	1	
Exostoma labiatum	1	
Synodontis ornatipinnis	1	
Odacidae	1	
Liobagrus cf. marginatus (Mo 1991)	1	
Esox lucius	1	
Notothenia	1	
Oryzias pectoralis	1	
Ernstichthys intonsus	1	
Ernstichthys megistus	1	
Aspidoras belenos	1	
Lebiasina bimaculata	1	
Trichogenes longipinnis	1	
Glanapteryx anguilla	1	
Liosomadoras oncinus	1	
Notropis wickliffi	1	
Parancistrus aurantiacus	1	
Oryzias setnai	1	
Leptolepis coryphaenoides	1	
Pteronotropis welaka	1	
Claroteidae	1	
Cyprinodontidae	1	
Echeneis neucratoides	1	
Cryptacanthodidae	1	
Neoarius velutinus	1	
Petersius conserialis	1	
Adontosternarchus sachsi	1	
Orinocodoras sp. (Royero 1999)	1	
Astroblepus sp. (Armbruster 2004)	1	
Hypostomus plecostomus 2 (Armbruster 2004)	1	
Engraulis sp. (Arratia 1999)	1	
Leiocassis similis	1	
Hisonotus nigricauda	1	
Orthosternarchus tamandua	1	
Thaumatichthyidae	1	
Notropis ortenburgeri	1	
Euchilichthys sp. B (Vigliotta 2008)	1	
Hemimyzon formosanus	1	
Aphyonidae	1	
Lamprogrammus niger	1	
Hisonotus taimensis	1	
Pseudomystus stenomus	1	
Lithoxus lithoides	1	
Roeboides sp. A (Lucena and Menezes 1998)	1	
Ariopsis latirostris	1	
Duboisialestes tumbensis	1	
Charax pauciradiatus	1	
Farlowella knerii	1	
Charax sp. (Buckup 1998)	1	
Callichthys sp. (Mo 1991)	1	
Capros aper	1	
Cobitis taenia	1	
Parasilurus asotus	1	
Acanthocleithron chapini	1	
Agoniates anchovia	1	
Neoarius pectoralis	1	
Tandanus tandanus	1	
Nemadoras leporhinus	1	
Microdevario kubotai	1	
Loricariidae	1	
Kronichthys	1	
Esox sp. (Fink and Fink 1981)	1	
Malapterurus monsembeensis	1	
Astroblepus grixalvii	1	
Hydrolycus armatus	1	
Cryothenia	1	
Bunocephalus cf. knerii (Friel 1994)	1	
Parahollardia lineata	1	
Microdevario nana	1	
Leiocassis doriae	1	
Listrura tetraradiata	1	
Hemibagrus wyckioides	1	
Neoarius midgleyi	1	
Roeboides sp. B (Lucena and Menezes 1998)	1	
Curimata macrops	1	
Macrouroides inflaticeps	1	
Charax stenopterus	1	
Corydoras julii	1	
Neoceratiidae	1	
Triacanthodidae	1	
Malapterurus electricus	1	
Niwaella multifasciata	1	
Leiocassis saravacensis	1	
Hemibagrus wyckii	1	
Listrura nematopteryx	1	
Bunocephalus doriae	1	
Chlopsis	0	
Kronichthys heylandi	1	
Microlepidogaster perforatus	1	
Cochlefelis danielsi	1	
Plotosidae	1	
Tetranematichthys n. sp. (Royero 1999)	1	
Antigonia capros	1	
Pseudomystus siamensis	1	
Indostomidae	1	
Euchilichthys guentheri	1	
Heptapteridae	1	
Umbra krameri	1	
Hydrocynus cf. brevis (Zanata and Vari 2005)	1	
Cochlefelis spatula	1	
Pylodictis olivaris	1	
Adontosternarchus sp. (Fink and Fink 1981)	1	
Charax gibbosus	1	
Malapterurus beninensis	1	
Hydrolycus scomberoides	1	
Wertheimeria	1	
Eremichthys	1	
Bunocephalus sp. 2 (Chen 1994)	1	
Niwaella delicata	1	
Schuettea	1	
Amsichthys knighti	1	
Neoarius graeffei	1	
Tatia aulopygia	1	
Acanthicus hystrix	1	
Nototheniops nybelini	1	
Doumea alula	1	
Alestes baremoze	1	
Rineloricaria sp. (Britto 2003)	1	
Erethistoides montana	1	
Leptolepides sprattiformis	1	
Cynodon gibbus	1	
Dissostichus mawsoni	1	
Notropis amoenus	1	
Aspistor hardenbergi	1	
Hemibagrus bongan	1	
Hypancistrus zebra	1	
Bryconops alburnoides	1	
Tarletonbeania crenularis	1	
Hydrolycus wallacei	1	
Chauliodus sloani	1	
Notropis amabilis	1	
Exoglossum	1	
Neoarius berneyi	1	
Astroblepus orientalis	1	
Trachycorystes trachycorystes	1	
Pseudotrematomus	1	
Ancistrus sp. (Britto 2003)	1	
Liparis pulchellus	1	
Rhamdioglanis frenatus	1	
Rivulidae	1	
Mastacembelus stappersii	1	
Annamia normani	1	
Notropis boops	1	
Hemibagrus nemurus	1	
Rhinichthys cataractae	1	
Brycon sp. (Lucena and Menezes 1998)	1	
Neoarius leptaspis	1	
Amphilius atesuensis	1	
Orthogonikleithrus hoelli	1	
Patagonotothen	1	
Sternarchorhynchus oxyrhynchus	1	
Notropis rubellus	1	
Zacco platypus	1	
Zoarcidae	1	
Corydoras guapore	1	
Cheilinus lunulatus	1	
Liobagrus anguillicauda	1	
Brycon falcatus	1	
Neoarius coatesi	1	
Astroblepus simonsii	1	
Compasaria sp. 1 (Albert 2001)	1	
Stemonosudis rothschildi	1	
Rhinichthys atratulus	1	
Alestes bimaculatus	1	
Microsynodontis emarginata	1	
Liobagrus marginatus	1	
Neoarius taylori	1	
Zaprora silenus	1	
Porotergus gimbeli	1	
Microsynodontis vigilis	1	
Rhinichthys osculus	1	
Melamphaes suborbitalis	1	
Heptapterus stewarti	1	
Hypancistrus inspector	1	
Clinostomus funduloides	1	
Doradidae	1	
Colocongridae	1	
Lamprogrammus shcherbachevi	1	
Rhinichthys falcatus	1	
Goodeidae	1	
Tatia gyrina	1	
Hemibagrus planiceps	1	
Clinostomus elongatus	1	
Helogenes marmoratus	1	
Notropis buchanani	1	
Nototheniops	1	
Heptapterus mustelinus	1	
Pseudocheilinops	1	
Chrysichthys ansorgii	1	
Dianema sp. (Kailola 2004)	1	
Ictalurus australis	1	
