taxa_name	pectoral_fin	pectoral_fin_inferred	pectoral_fin_propagated
Neoniphon aurilineatus	?	?	?
Neoniphon marianus	?	?	?
Neoniphon aurolineatus	?	?	?
Sargocentron coruscum	?	?	?
Sargocentron vexillarium	?	?	?
Neoniphon argenteus	?	?	?
Neoniphon opercularis	?	?	?
Neoniphon sammara	?	?	?
Pristilepis oligolepis	?	?	?
Corniger spinosus	?	?	?
Ostichthys sheni	?	?	?
Ostichthys acanthorhinus	?	?	?
Ostichthys major	?	?	?
Ostichthys sandix	?	?	?
Ostichthys ovaloculus	?	?	?
Ostichthys archiepiscopus	?	?	?
Ostichthys delta	?	?	?
Ostichthys kaianus	?	?	?
Ostichthys hypsipterygion	?	?	?
Ostichthys brachygnathus	?	?	?
Ostichthys japonicus	?	?	?
Ostichthys trachypoma	?	?	?
Plectrypops lima	1	2	0
Plectrypops retrospinis	?	?	?
Myripristis sp. BOLD:AAA9763	?	?	?
Myripristis robusta	?	?	?
Myripristis trachyacron	?	?	?
Myripristis aulacodes	?	?	?
Myripristis woodsi	?	?	?
Myripristis earlei	?	?	?
Myripristis greenfieldi	?	?	?
Myripristis seychellensis	?	?	?
Myripristis kochiensis	?	?	?
Myripristis clarionensis	?	?	?
Myripristis formosa	?	?	?
Myripristis tiki	?	?	?
Myripristis gildi	?	?	?
Myripristis xanthacra	?	?	?
Myripristis astakhovi	?	?	?
Myripristis amaena	?	?	?
Myripristis leiognathus	?	?	?
Myripristis randalli	?	?	?
Myripristis jacobus	?	?	?
Myripristis kuntee	?	?	?
Myripristis murdjan	?	?	?
Myripristis adusta	?	?	?
Myripristis vittata	?	?	?
Myripristis hexagona	?	?	?
Myripristis berndti	?	?	?
Myripristis pralinia	?	?	?
Myripristis sp. BL-2008	?	?	?
Myripristis chryseres	?	?	?
Myripristis botche	?	?	?
Myripristis violacea	?	?	?
Alcockia rostrata	?	?	?
Neobythitoides serratus	?	?	?
Ophidiidae sp. BOLD:AAG4344	?	?	?
Menziesichthys bacescui	?	?	?
Thalassobathia nelsoni	?	?	?
Thalassobathia pelagica	?	?	?
Enchelybrotula paucidens	?	?	?
Enchelybrotula gomoni	?	?	?
Epetriodus freddyi	?	?	?
Spottobrotula mossambica	?	?	?
Spottobrotula persica	?	?	?
Spottobrotula mahodadi	?	?	?
Spottobrotula amaculata	?	?	?
Tauredophidium hextii	?	?	?
Hypopleuron caninum	?	?	?
Leptobrotula breviventralis	?	?	?
Bathyonus caudalis	?	?	?
Bathyonus pectoralis	?	?	?
Bathyonus laticeps	?	?	?
Pycnocraspedum microlepis	?	?	?
Pycnocraspedum squamipinne	?	?	?
Pycnocraspedum phyllosoma	?	?	?
Pycnocraspedum fulvum	?	?	?
Pycnocraspedum armatum	?	?	?
Penopus microphthalmus	?	?	?
Penopus japonicus	?	?	?
Typhlonus nasus	?	?	?
Mastigopterus imperator	?	?	?
Xyelacyba myersi	?	?	?
Eretmichthys pinnatus	?	?	?
Abyssobrotula hadropercularis	?	?	?
Abyssobrotula galatheae	?	?	?
Barathrites iris	?	?	?
Barathrites parri	?	?	?
Benthocometes australiensis	?	?	?
Benthocometes robustus	?	?	?
Homostolus acer	?	?	?
Barathrodemus nasutus	?	?	?
Barathrodemus manatinus	?	?	?
Glyptophidium effulgens	?	?	?
Glyptophidium longipes	?	?	?
Glyptophidium lucidum	?	?	?
Glyptophidium argenteum	?	?	?
Glyptophidium macropus	?	?	?
Glyptophidium japonicum	?	?	?
Glyptophidium oceanium	?	?	?
Spectrunculus crassus	?	?	?
Spectrunculus grandis	?	?	?
Hoplobrotula armata	?	?	?
Hoplobrotula badia	?	?	?
Hoplobrotula gnathopus	?	?	?
Didymothallus mizolepis	?	?	?
Didymothallus pruvosti	?	?	?
Didymothallus nudigena	?	?	?
Didymothallus criniceps	?	?	?
Ungusurculus komodoensis	?	?	?
Ungusurculus sundaensis	?	?	?
Ungusurculus philippinensis	?	?	?
Ungusurculus williamsi	?	?	?
Ungusurculus riauensis	?	?	?
Ungusurculus collettei	?	?	?
Eusurculus pistillum	?	?	?
Eusurculus andamanensis	?	?	?
Eusurculus pristinus	?	?	?
Lapitaichthys frickei	?	?	?
Dactylosurculus gomoni	?	?	?
Mascarenichthys heemstrai	?	?	?
Mascarenichthys microphthalmus	?	?	?
Mascarenichthys remotus	?	?	?
Porocephalichthys dasyrhynchus	?	?	?
Majungaichthys simplex	?	?	?
Majungaichthys agalegae	?	?	?
Paradiancistrus christmasensis	?	?	?
Paradiancistrus acutirostris	?	?	?
Paradiancistrus cuyoensis	?	?	?
Paradiancistrus lombokensis	?	?	?
Zephyrichthys barryi	?	?	?
Alionematichthys sp. KAUM:I:65286	?	?	?
Alionematichthys piger	?	?	?
Alionematichthys shinoharai	?	?	?
Alionematichthys minyomma	?	?	?
Alionematichthys ceylonensis	?	?	?
Alionematichthys samoaensis	?	?	?
Alionematichthys winterbottomi	?	?	?
Alionematichthys phuketensis	?	?	?
Alionematichthys crassiceps	?	?	?
Alionematichthys suluensis	?	?	?
Alionematichthys plicatosurculus	?	?	?
Alionematichthys riukiuensis	?	?	?
Brotulinella taiwanensis	?	?	?
Parabrotula tanseimaru	1	2	1
Parabrotula plagiophthalma	1	2	1
Leucobrotula adipata	1	2	1
Melodichthys hadrocephalus	?	?	?
Brosmolus longicaudus	?	?	?
Dipulus hutchinsi	?	?	?
Dipulus norfolkanus	?	?	?
Dipulus caecus	?	?	?
Dipulus multiradiatus	?	?	?
Dermatopsoides talboti	?	?	?
Dermatopsoides kasougae	?	?	?
Dermatopsoides andersoni	?	?	?
Dermatopsoides morrisonae	?	?	?
Monothrix polylepis	?	?	?
Fiordichthys paxtoni	?	?	?
Fiordichthys slartibartfasti	?	?	?
Beaglichthys larsonae	?	?	?
Beaglichthys macrophthalmus	?	?	?
Beaglichthys bleekeri	?	?	?
Nielsenichthys pullus	?	?	?
Brosmodorsalis persicinus	?	?	?
Typhliasina pearsei	?	?	?
Dermatopsis greenfieldi	?	?	?
Dermatopsis hoesei	?	?	?
Dermatopsis joergennielseni	?	?	?
Dermatopsis macrodon	?	?	?
Brosmophycis marginata	?	?	?
Ogilbia sp. ZMUC P771733	?	?	?
Ogilbia nigromarginata	?	?	?
Ogilbia suarezae	?	?	?
Ogilbia boydwalkeri	?	?	?
Ogilbia sabaji	?	?	?
Ogilbia cocoensis	?	?	?
Ogilbia galapagosensis	?	?	?
Ogilbia jeffwilliamsi	?	?	?
Ogilbia robertsoni	?	?	?
Ogilbia davidsmithi	?	?	?
Ogilbia sedorae	?	?	?
Ogilbia deroyi	?	?	?
Ogilbia ventralis	?	?	?
Ogilbia jewettae	?	?	?
Ogilbia tyleri	?	?	?
Ogilbia mccoskeri	?	?	?
Ogilbia nudiceps	?	?	?
Ogilbia boehlkei	?	?	?
Ogilbia cayorum	?	?	?
Ogilbia sp. BOLD:AAI3576	?	?	?
Ogilbia sp. BOLD:AAI3574	?	?	?
Ogilbia sp. BOLD:AAI3575	?	?	?
Ogilbia sp. BOLD:AAH6893	?	?	?
Ogilbia sp. BOLD:AAF8779	?	?	?
Ogilbia sp. BOLD:AAI3572	?	?	?
Ogilbia sp. BOLD:AAI3571	?	?	?
Ogilbia sp. BOLD:AAG4343	?	?	?
Diancistrus sp. KU 00676	?	?	?
Diancistrus brevirostris	?	?	?
Diancistrus katrineae	?	?	?
Diancistrus novaeguineae	?	?	?
Diancistrus machidai	?	?	?
Diancistrus mennei	?	?	?
Diancistrus jeffjohnsoni	?	?	?
Diancistrus niger	?	?	?
Diancistrus leisi	?	?	?
Diancistrus longifilis	?	?	?
Diancistrus eremitus	?	?	?
Diancistrus alleni	?	?	?
Diancistrus robustus	?	?	?
Diancistrus typhlops	?	?	?
Diancistrus tongaensis	?	?	?
Diancistrus fijiensis	?	?	?
Diancistrus atollorum	?	?	?
Diancistrus vietnamensis	?	?	?
Diancistrus jackrandalli	?	?	?
Diancistrus mcgroutheri	?	?	?
Diancistrus beateae	?	?	?
Diancistrus pohnpeiensis	?	?	?
Diancistrus manciporus	?	?	?
Diancistrus karinae	?	?	?
Diancistrus erythraeus	?	?	?
Diancistrus altidorsalis	?	?	?
Diancistrus springeri	?	?	?
Diancistrus alatus	?	?	?
Diancistrus fuscus	?	?	?
Dinematichthys trilobatus	?	?	?
Dinematichthys iluocoeteoides	?	?	?
Pseudogilbia sanblasensis	?	?	?
Anacanthobythites platycephalus	?	?	?
Anacanthobythites tasmaniensis	?	?	?
Thermichthys hollisi	?	?	?
Hastatobythites arafurensis	?	?	?
Acarobythites larsonae	?	?	?
Pseudonus acutus	?	?	?
Pseudonus squamiceps	?	?	?
Timorichthys angustus	?	?	?
Timorichthys disjunctus	?	?	?
Bythites fuscus	?	?	?
Bythites islandicus	?	?	?
Bythites gerdae	?	?	?
Bellottia galatheae	?	?	?
Bellottia robusta	?	?	?
Bellottia apoda	?	?	?
Bellottia cryptica	?	?	?
Bellottia armiger	?	?	?
Hephthocara simum	?	?	?
Hephthocara crassiceps	?	?	?
Grammonus waikiki	?	?	?
Grammonus minutus	?	?	?
Grammonus diagrammus	?	?	?
Grammonus robustus	?	?	?
Grammonus yunokawai	?	?	?
Grammonus thielei	?	?	?
Grammonus ater	?	?	?
Grammonus claudei	?	?	?
Grammonus nagaredai	?	?	?
Grammonus longhursti	?	?	?
Grammonus opisthodon	?	?	?
Gunterichthys longipenis	?	?	?
Gunterichthys bussingi	?	?	?
Gunterichthys coheni	?	?	?
Ematops randalli	?	?	?
Tuamotuichthys bispinosus	?	?	?
Tuamotuichthys schwarzhansi	?	?	?
Tuamotuichthys marshallensis	?	?	?
Microbrotula geraldalleni	?	?	?
Microbrotula hamata	?	?	?
Microbrotula andersoni	?	?	?
Microbrotula bentleyi	?	?	?
Microbrotula queenslandica	?	?	?
Microbrotula greenfieldi	?	?	?
Microbrotula punicea	?	?	?
Microbrotula rubra	?	?	?
Saccogaster nikoliviae	?	?	?
Saccogaster horrida	?	?	?
Saccogaster brayae	?	?	?
Saccogaster parva	?	?	?
Saccogaster maculata	?	?	?
Saccogaster normae	?	?	?
Saccogaster staigeri	?	?	?
Saccogaster melanomycter	?	?	?
Saccogaster rhamphidognatha	?	?	?
Saccogaster hawaii	?	?	?
Saccogaster tuberculata	?	?	?
Stygnobrotula latebricola	?	?	?
Calamopteryx jeb	?	?	?
Calamopteryx robinsorum	?	?	?
Calamopteryx goslinei	?	?	?
Ogilbichthys sp. USNM 349073	?	?	?
Ogilbichthys sp. KU 00168	?	?	?
Ogilbichthys haitiensis	?	?	?
Ogilbichthys ferocis	?	?	?
Ogilbichthys kakuki	?	?	?
Ogilbichthys longimanus	?	?	?
Ogilbichthys microphthalmus	?	?	?
Ogilbichthys tobagoensis	?	?	?
Ogilbichthys puertoricoensis	?	?	?
Ogilbichthys sp. BOLD:AAH6893	?	?	?
Aphyonus bolini	1	1	1
Aphyonus brevidorsalis	1	1	1
Aphyonus gelatinosus	1	1	1
Aphyonus rassi	1	1	1
Sciadonus jonassoni	1	1	1
Sciadonus pedicellaris	1	1	1
Sciadonus galatheae	1	1	1
Sciadonus cryptophthalmus	1	1	1
Meteoria erythrops	1	1	1
Parasciadonus brevibrachium	1	1	1
Parasciadonus pauciradiatus	1	1	1
Nybelinella brevidorsalis	1	1	1
Nybelinella erikssoni	1	1	1
Barathronus unicolor	1	1	1
Barathronus solomonensis	1	1	1
Barathronus maculatus	1	1	1
Barathronus multidens	1	1	1
Barathronus diaphanus	1	1	1
Barathronus bicolor	1	1	1
Barathronus pacificus	1	1	1
Barathronus parfaiti	1	1	1
Barathronus bruuni	1	1	1
Barathronus affinis	1	1	1
Cataetyx niki	?	?	?
Cataetyx hawaiiensis	?	?	?
Cataetyx alleni	?	?	?
Cataetyx simus	?	?	?
Cataetyx platyrhynchus	?	?	?
Cataetyx nielseni	?	?	?
Cataetyx chthamalorhynchus	?	?	?
Cataetyx bruuni	?	?	?
Cataetyx laticeps	?	?	?
Cataetyx rubrirostris	?	?	?
Cataetyx messieri	?	?	?
Brosmophyciops pautzkei	?	?	?
Myxocephalus octodecemspinosus	?	?	?
Diplacanthopoma riversandersoni	?	?	?
Diplacanthopoma japonicus	?	?	?
Diplacanthopoma brunnea	?	?	?
Diplacanthopoma kreffti	?	?	?
Diplacanthopoma jordani	?	?	?
Diplacanthopoma raniceps	?	?	?
Diplacanthopoma alcockii	?	?	?
Diplacanthopoma nigripinnis	?	?	?
Diplacanthopoma brachysoma	?	?	?
Bidenichthys beeblebroxi	?	?	?
Bidenichthys consobrinus	?	?	?
Bidenichthys capensis	?	?	?
Cataetyx lepidogenys	?	?	?
Lucifuga teresinarum	?	?	?
Lucifuga lucayana	?	?	?
Lucifuga inopinata	?	?	?
Lucifuga spelaeotes	?	?	?
Lucifuga sp. MFP 18.000403	?	?	?
Lucifuga sp. MFP 18.000404	?	?	?
Lucifuga sp. MFP 18.000405	?	?	?
Lucifuga sp. DH-2010f	?	?	?
Lucifuga sp. MFP 18.000389	?	?	?
Lucifuga sp. MFP 18.000390	?	?	?
Lucifuga sp. MFP 18.000392	?	?	?
Lucifuga sp. MFP 18.000412	?	?	?
Lucifuga subterranea	?	?	?
Lucifuga sp. MFP 18.000398	?	?	?
Lucifuga sp. DH-2010d	?	?	?
Lucifuga sp. MFP 18.000201	?	?	?
Lucifuga sp. DH-2010c	?	?	?
Lucifuga sp. DH-2010e	?	?	?
Lucifuga dentata v. holguinensis	?	?	?
Lucifuga simile	?	?	?
Lucifuga sp. MFP 18.000397	?	?	?
Lucifuga sp. DH-2010b	?	?	?
Lucifuga sp. DH-2010a	?	?	?
Lucifuga sp. MFP 18.000396	?	?	?
Lucifuga sp. MFP 18.000391	?	?	?
Lucifuga sp. MFP 18.000401	?	?	?
Sirembo wami	?	?	?
Sirembo metachroma	?	?	?
Sirembo jerdoni	?	?	?
Sirembo imberbis	?	?	?
Acanthonus armatus	?	?	?
Brotula sp. CBM:ZF:15570	?	?	?
Brotula sp. CBM:ZF:15565	?	?	?
Brotula townsendi	?	?	?
Brotula clarkae	?	?	?
Brotula ordwayi	?	?	?
Brotula flaviviridis	?	?	?
Brotula multibarbata	?	?	?
Brotula barbata	?	?	?
Petrotyx hopkinsi	?	?	?
Petrotyx sanguineus	?	?	?
Petrotyx sp. BOLD:AAG3737	?	?	?
Luciobrotula brasiliensis	?	?	?
Luciobrotula coheni	?	?	?
Luciobrotula lineata	?	?	?
Luciobrotula nolfi	?	?	?
Luciobrotula corethromycter	?	?	?
Luciobrotula bartschi	?	?	?
Ventichthys biospeedoi	?	?	?
Holcomycteronus aequatoris	?	?	?
Holcomycteronus digittatus	?	?	?
Holcomycteronus profundissimus	?	?	?
Holcomycteronus squamosus	?	?	?
Holcomycteronus pterotus	?	?	?
Holcomycteronus brucei	?	?	?
Bassogigas gillii	?	?	?
Bassogigas walkeri	?	?	?
Apagesoma delosommatus	?	?	?
Apagesoma edentatum	?	?	?
Apagesoma australis	?	?	?
Porogadus melanocephalus	?	?	?
Porogadus silus	?	?	?
Porogadus miles	?	?	?
Porogadus nudus	?	?	?
Porogadus catena	?	?	?
Porogadus abyssalis	?	?	?
Porogadus melampeplus	?	?	?
Porogadus gracilis	?	?	?
Porogadus trichiurus	?	?	?
Porogadus atripectus	?	?	?
Porogadus guentheri	?	?	?
Porogadus subarmatus	?	?	?
Porogadus longiceps	?	?	?
Leucicorus atlanticus	?	?	?
Leucicorus lusciosus	?	?	?
Dannevigia tusca	?	?	?
Monomitopus torvus	?	?	?
Monomitopus magnus	?	?	?
Monomitopus americanus	?	?	?
Monomitopus agassizii	?	?	?
Monomitopus metriostoma	?	?	?
Monomitopus conjugator	?	?	?
Monomitopus malispinosus	?	?	?
Monomitopus pallidus	?	?	?
Monomitopus microlepis	?	?	?
Monomitopus kumae	?	?	?
Monomitopus longiceps	?	?	?
Monomitopus nigripinnis	?	?	?
Monomitopus garmani	?	?	?
Monomitopus vitiazi	?	?	?
Brotulotaenia nielseni	?	?	?
Brotulotaenia brevicauda	?	?	?
Brotulotaenia nigra	?	?	?
Brotulotaenia crassa	?	?	?
Lamprogrammus exutus	1	1	0
Lamprogrammus fragilis	1	1	0
Lamprogrammus brunswigi	1	1	0
Lamprogrammus niger	1	1	0
Lamprogrammus shcherbachevi	1	1	0
Dicrolene vaillanti	?	?	?
Dicrolene kanazawai	?	?	?
Dicrolene longimana	?	?	?
Dicrolene pullata	?	?	?
Dicrolene gregoryi	?	?	?
Dicrolene pallidus	?	?	?
Dicrolene filamentosa	?	?	?
Dicrolene quinquarius	?	?	?
Dicrolene nigra	?	?	?
Dicrolene nigricaudis	?	?	?
Dicrolene multifilis	?	?	?
Dicrolene mesogramma	?	?	?
Dicrolene tristis	?	?	?
Dicrolene hubrechti	?	?	?
Dicrolene introniger	?	?	?
Neobythites machidai	?	?	?
Neobythites fijiensis	?	?	?
Neobythites kenyaensis	?	?	?
Neobythites sinensis	?	?	?
Neobythites multiocellatus	?	?	?
Neobythites neocaledoniensis	?	?	?
Neobythites ocellatus	?	?	?
Neobythites musorstomi	?	?	?
Neobythites meteori	?	?	?
Neobythites somaliaensis	?	?	?
Neobythites malayanus	?	?	?
Neobythites crosnieri	?	?	?
Neobythites multidigitatus	?	?	?
Neobythites javaensis	?	?	?
Neobythites trifilis	?	?	?
Neobythites monocellatus	?	?	?
Neobythites braziliensis	?	?	?
Neobythites franzi	?	?	?
Neobythites elongatus	?	?	?
Neobythites australiensis	?	?	?
Neobythites bimarginatus	?	?	?
Neobythites macrocelli	?	?	?
Neobythites soelae	?	?	?
Neobythites andamanensis	?	?	?
Neobythites pallidus	?	?	?
Neobythites multistriatus	?	?	?
Neobythites longipes	?	?	?
Neobythites fasciatus	?	?	?
Neobythites crassus	?	?	?
Neobythites sereti	?	?	?
Neobythites gilli	?	?	?
Neobythites macrops	?	?	?
Neobythites natalensis	?	?	?
Neobythites longiventralis	?	?	?
Neobythites marianaensis	?	?	?
Neobythites malhaensis	?	?	?
Neobythites unicolor	?	?	?
Neobythites nigriventris	?	?	?
Neobythites marginatus	?	?	?
Neobythites bimaculatus	?	?	?
Neobythites zonatus	?	?	?
Neobythites stelliferoides	?	?	?
Neobythites marquesaensis	?	?	?
Neobythites purus	?	?	?
Neobythites alcocki	?	?	?
Neobythites stefanovi	?	?	?
Neobythites steatiticus	?	?	?
Neobythites vityazi	?	?	?
Neobythites longispinis	?	?	?
Neobythites unimaculatus	?	?	?
Neobythites sivicola	?	?	?
Neobythites stigmosus	?	?	?
Neobythites analis	?	?	?
Cherublemma emmelas	?	?	?
Raneya brasiliensis	?	?	?
Lepophidium inca	?	?	?
Lepophidium hubbsi	?	?	?
Lepophidium gilmorei	?	?	?
Lepophidium entomelan	?	?	?
Lepophidium collettei	?	?	?
Lepophidium gilmori	?	?	?
Lepophidium robustum	?	?	?
Lepophidium wileyi	?	?	?
Lepophidium cultratum	?	?	?
Lepophidium crossotum	?	?	?
Lepophidium zophochir	?	?	?
Lepophidium prorates	?	?	?
Lepophidium kallion	?	?	?
Lepophidium pardale	?	?	?
Lepophidium negropinna	?	?	?
Lepophidium aporrhox	?	?	?
Lepophidium pheromystax	?	?	?
Lepophidium staurophor	?	?	?
Lepophidium stigmatistium	?	?	?
Lepophidium microlepis	?	?	?
Lepophidium marmoratum	?	?	?
Lepophidium profundorum	?	?	?
Lepophidium jeannae	?	?	?
Lepophidium brevibarbe	?	?	?
Parophidion vassali	?	?	?
Parophidion schmidti	?	?	?
Otophidium chickcharney	?	?	?
Otophidium indefatigabile	?	?	?
Otophidium omostigma	?	?	?
Otophidium dormitator	?	?	?
Ophidion smithi	?	?	?
Ophidion marginatum	?	?	?
Ophidion barbatum	?	?	?
Ophidion galeoides	?	?	?
Ophidion guianense	?	?	?
Ophidion grayi	?	?	?
Ophidion granosum	?	?	?
Ophidion beani	?	?	?
Ophidion metoecus	?	?	?
Ophidion lozanoi	?	?	?
Ophidion exul	?	?	?
Ophidion fulvum	?	?	?
Ophidion saldanhai	?	?	?
Ophidion josephi	?	?	?
Ophidion robinsi	?	?	?
Ophidion welshi	?	?	?
Ophidion asiro	?	?	?
Ophidion rochei	?	?	?
Ophidion muraenolepis	?	?	?
Ophidion dromio	?	?	?
Ophidion antipholus	?	?	?
Ophidion genyopus	?	?	?
Ophidion nocomis	?	?	?
Ophidion imitator	?	?	?
Ophidion lagochila	?	?	?
Ophidion puck	?	?	?
Ophidion selenops	?	?	?
Ophidion iris	?	?	?
Ophidion scrippsae	?	?	?
Ophidion holbrookii	?	?	?
Chilara taylori	?	?	?
Genypterus maculatus	?	?	?
Genypterus tigerinus	?	?	?
Genypterus chilensis	?	?	?
Genypterus capensis	?	?	?
Genypterus blacodes	?	?	?
Genypterus brasiliensis	?	?	?
Carapidae sp. ASIZP0078953	?	?	?
Tetragondacnus spilotus	?	?	?
Eurypleuron cinereum	?	?	?
Eurypleuron owasianum	1	1	1
Jordanicus exiguus	?	?	?
Encheliophis vermicularis	0	0	1
Encheliophis chardewalli	0	0	1
Encheliophis gracilis	0	0	1
Encheliophis vermiops	0	0	1
Encheliophis sagamianus	0	0	1
Encheliophis punctatus	?	?	?
Snyderidia canina	1	1	0
Pyramodon ventralis	?	?	?
Pyramodon parini	?	?	?
Pyramodon lindas	?	?	?
Pyramodon punctatus	?	?	?
Onuxodon margaritiferae	1	1	1
Onuxodon fowleri	1	1	1
Onuxodon parvibrachium	1	1	1
Echiodon prionodon	?	?	?
Echiodon rendahli	1	1	1
Echiodon neotes	1	1	1
Echiodon dawsoni	1	1	1
Echiodon pukaki	1	1	1
Echiodon exsilium	1	1	1
Echiodon pegasus	1	1	1
Echiodon drummondii	1	1	1
Echiodon coheni	1	1	1
Echiodon atopus	1	1	1
Echiodon anchipterus	?	?	?
Echiodon dentatus	1	1	1
Echiodon cryomargarites	1	1	1
Carapus margaritiferae	?	?	?
Carapus homei	?	?	?
Carapus acus	1	1	1
Carapus sluiteri	1	1	1
Carapus dubius	1	1	1
Carapus boraborensis	?	?	?
Carapus mourlani	1	1	1
Carapus sp. BOLD:AAW8146	?	?	?
Carapus bermudensis	1	1	1
Bassozetus taenia	?	?	?
Bassozetus nasus	?	?	?
Bassozetus werneri	?	?	?
Bassozetus multispinis	?	?	?
Bassozetus elongatus	?	?	?
Bassozetus glutinosus	?	?	?
Bassozetus levistomatus	?	?	?
Bassozetus galatheae	?	?	?
Bassozetus normalis	?	?	?
Bassozetus robustus	?	?	?
Bassozetus oncerocephalus	?	?	?
Bassozetus cf. levistomatus BOLD:AAF8119	?	?	?
Bassozetus compressus	?	?	?
Bassozetus zenkevitchi	?	?	?
Selachophidium guentheri	?	?	?
Selachophidium sp. BOLD:AAM9903	?	?	?
Potamobatrachus trispinosus	1	2	1
Daector schmitti	1	2	1
Daector reticulata	1	2	1
Daector gerringi	1	2	1
Daector dowi	1	2	1
Daector quadrizonatus	1	2	1
Thalassophryne punctata	1	2	1
Thalassophryne megalops	1	2	1
Thalassophryne montevidensis	1	2	1
Thalassophryne nattereri	1	2	1
Thalassophryne maculosa	1	2	1
Thalassophryne amazonica	1	2	1
Aphos porosus	1	2	1
Porichthys margaritatus	1	2	1
Porichthys kymosemeum	1	2	1
Porichthys mimeticus	1	2	1
Porichthys oculellus	1	2	1
Porichthys ephippiatus	1	2	1
Porichthys greenei	1	2	1
Porichthys oculofrenum	1	2	1
Porichthys bathoiketes	1	2	1
Porichthys analis	1	2	1
Porichthys notatus	1	2	1
Porichthys myriaster	1	2	1
Porichthys plectrodon	1	2	1
Porichthys pauciradiatus	1	2	1
Porichthys porosissimus	1	2	1
Bifax lacinia	1	2	1
Riekertia ellisi	1	2	1
Austrobatrachus sp. BOLD:AAZ9309	?	?	?
Austrobatrachus sp. BOLD:AAZ9308	?	?	?
Austrobatrachus iselesele	?	?	?
Austrobatrachus foedus	1	2	1
Halophryne hutchinsi	1	2	1
Halophryne diemensis	1	2	1
Halophryne ocellatus	1	2	1
Halophryne queenslandiae	1	2	1
Barchatus indicus	?	?	?
Barchatus cirrhosus	?	?	?
Batrichthys albofasciatus	1	2	1
Batrichthys apiatus	1	2	1
Colletteichthys flavipinnis	?	?	?
Colletteichthys occidentalis	?	?	?
Colletteichthys dussumieri	1	2	1
Colletteichthys sp. 'flavipinnis'	?	?	?
Batrachomoeus rubricephalus	1	2	1
Batrachomoeus occidentalis	1	2	1
Batrachomoeus dubius	1	2	1
Batrachomoeus dahli	1	2	1
Batrachomoeus trispinosus	1	2	1
Halobatrachus didactylus	1	2	1
Allenbatrachus meridionalis	1	2	1
Allenbatrachus reticulatus	1	2	1
Allenbatrachus grunniens	1	2	1
Perulibatrachus rossignoli	1	2	1
Perulibatrachus kilburni	1	2	1
Perulibatrachus elminensis	1	2	1
Perulibatrachus aquilonarius	1	2	1
Chatrabus hendersoni	1	2	1
Chatrabus melanurus	1	2	1
Chatrabus felinus	?	?	?
Opsanus environmental sample	?	?	?
Triathalassothia argentina	1	2	1
Triathalassothia lambaloti	1	2	1
Triathalassothia gloverensis	?	?	?
Sanopus sp. KU 00239	?	?	?
Sanopus reticulatus	1	2	1
Sanopus astrifer	1	2	1
Sanopus barbatus	1	2	1
Sanopus splendidus	1	2	1
Sanopus johnsoni	1	2	1
Sanopus greenfieldorum	1	2	1
Opsanus brasiliensis	?	?	?
Opsanus dichrostomus	1	2	1
Opsanus sp. BOLD:AAK5667	?	?	?
Opsanus beta	1	2	1
Opsanus phobetron	1	2	1
Opsanus pardus	1	2	1
Opsanus tau	1	2	1
Amphichthys rubigenis	1	2	1
Amphichthys cryptocentrus	1	2	1
Batrachus tau	?	?	?
Batrachoides surinamensis	1	2	1
Batrachoides gilberti	1	2	1
Batrachoides waltersi	1	2	1
Batrachoides boulengeri	1	2	1
Batrachoides goldmani	1	2	1
Batrachoides walkeri	1	2	1
Batrachoides liberiensis	1	2	1
Batrachoides pacifici	1	2	1
Batrachoides albolineatus	?	?	?
Batrachoides manglae	1	2	1
percomorph environmental sample	?	?	?
Bathyclupea cf. argentea MM-2016	?	?	?
Bathyclupea megaceps	?	?	?
Bathyclupea gracilis	?	?	?
Bathyclupea schroederi	?	?	?
Bathyclupea argentea	?	?	?
Bathyclupea elongata	?	?	?
Bathyclupea malayana	?	?	?
Bathyclupea hoskynii	?	?	?
Dinolestes lewini	?	?	?
Leptoscopus macropygus	1	2	1
Crapatalus novaezelandiae	1	2	1
Crapatalus munroi	1	2	1
Crapatalus angusticeps	1	2	1
Lesueurina platycephala	1	2	1
Symphysanodon mona	?	?	?
Symphysanodon pitondelafournaisei	?	?	?
Symphysanodon disii	?	?	?
Symphysanodon rhax	?	?	?
Symphysanodon andersoni	?	?	?
Symphysanodon typus	?	?	?
Symphysanodon katayamai	?	?	?
Symphysanodon maunaloae	?	?	?
Symphysanodon parini	?	?	?
Symphysanodon octoactinus	?	?	?
Symphysanodon xanthopterygion	?	?	?
Symphysanodon berryi	?	?	?
Dichistius capensis	?	?	?
Dichistius multifasciatus	?	?	?
Dinoperca petersi	?	?	?
Centrarchops chapini	?	?	?
Champsodontidae sp. BOA052	?	?	?
Champsodon sp. CBM:ZF:15524	?	?	?
Champsodon sp. CBM DNA No. 2000-070	?	?	?
Champsodon cf. snyderi CBM-ZF 10876	?	?	?
Champsodon sechellensis	1	2	1
Champsodon guentheri	1	2	1
Champsodon longipinnis	1	2	1
Champsodon nudivittis	1	2	1
Champsodon pantolepis	1	2	1
Champsodon fimbriatus	1	2	1
Champsodon machaeratus	1	2	1
Champsodon sagittus	1	2	1
Champsodon vorax	1	2	1
Champsodon omanensis	1	2	1
Champsodon snyderi	1	2	1
Champsodon capensis	1	2	1
Champsodon atridorsalis	1	2	1
Parascorpis typus	?	?	?
Trichonotus sp. BSKU:65703	?	?	?
